Normais Climatológicas do Brasil 1961-1990
Temperatura Média Compensada (°C)
Código;Nome da Estação;UF;Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Ano
83806;Teresópolis - P. Nacional;RJ;20,7;20,8;20,2;17,9;15,8;14,9;14,3;15,6;16,7;17,5;18,3;19,7;17,7
83763;Tinguá;RJ;25,0;25,4;24,5;22,4;20,5;19,4;19,0;20,2;21,0;21,9;23,1;24,3;22,2
83742;Vassouras;RJ;23,6;24,0;23,2;21,3;19,0;17,6;17,2;18,6;19,7;20,9;21,9;22,9;20,8
82590;Apodí;RN;28,1;27,3;26,4;26,8;26,3;26,2;26,0;26,7;27,3;27,9;28,0;27,9;27,1
82596;Ceará Mirim;RN;26,4;26,3;26,1;25,9;25,3;24,5;23,8;23,8;24,3;25,0;25,6;25,8;25,2
82693;Cruzeta;RN;28,2;27,5;27,1;26,4;26,0;25,6;25,4;25,9;26,9;27,7;27,9;28,2;26,9
82691;Florânia;RN;27,1;26,4;25,8;25,6;25,2;24,6;24,3;24,9;25,9;26,8;26,8;27,2;25,9
82594;Macau;RN;27,4;27,3;27,0;27,1;27,0;26,3;25,9;26,2;26,6;26,5;26,9;27,2;26,8
82598;Natal;RN;27,0;27,2;27,0;26,6;26,0;24,9;24,3;24,3;25,1;26,0;26,4;26,7;26,0
82825;Porto Velho;RO;25,5;25,5;25,6;25,7;25,3;24,7;24,6;25,9;26,2;26,1;26,0;25,5;25,6
82024;Boa Vista;RR;27,5;28,0;28,4;28,0;26,9;25,9;25,8;26,6;27,7;28,2;28,0;27,6;27,4
83931;Alegrete;RS;24,7;24,4;22,3;18,7;15,8;13,7;13,7;14,6;16,5;18,9;21,5;24,0;19,1
83980;Bagé;RS;23,9;23,3;21,4;17,8;15,0;12,4;12,5;13,1;15,1;17,5;20,0;22,8;17,9
83941;Bento Gonçalves;RS;21,7;21,8;20,2;17,3;14,9;13,0;13,1;13,5;15,3;17,0;18,8;20,8;17,3
83919;Bom Jesus;RS;18,6;19,0;17,7;14,8;12,6;11,0;11,3;11,6;13,2;14,2;15,6;17,8;14,8
83959;Caçapava do Sul;RS;22,1;22,0;20,1;17,1;14,7;12,2;12,1;12,5;14,6;16,2;18,6;21,2;16,9
83963;Cachoeira do Sul;RS;24,5;24,3;22,3;19,0;16,1;13,5;13,7;14,4;16,8;19,0;21,4;23,7;19,1
83942;Caxias do Sul;RS;20,6;20,6;19,1;16,2;14,3;12,1;12,3;12,7;14,4;15,8;17,8;19,6;16,3
83912;Cruz Alta;RS;23,3;23,0;21,4;18,5;16,0;13,5;13,6;14,7;16,3;18,4;20,8;22,6;18,5
83964;Encruzilhada do Sul;RS;22,0;21,8;20,2;17,3;14,8;12,3;12,4;12,8;14,5;16,4;18,5;21,0;17,0
83915;Guaporé;RS;22,7;22,7;21,0;17,6;14,9;13,1;13,1;13,8;15,9;17,9;20,1;21,9;17,9
83881;Iraí;RS;24,6;24,5;22,9;19,0;16,1;14,0;14,2;15,5;17,6;19,8;22,0;23,7;19,5
83929;Itaqui;RS;26,1;25,6;23,8;20,3;17,4;14,6;14,8;15,6;17,9;20,7;22,8;25,6;20,4
83916;Lagoa Vermelha;RS;21,2;21,3;19,8;16,9;14,4;12,4;12,5;13,2;14,9;16,7;18,6;20,2;16,8
83885;Marcelino Ramos;RS;23,3;23,1;21,7;18,1;15,1;13,2;13,2;14,5;16,8;18,8;21,1;22,6;18,5
83880;Palmeira das Missões;RS;22,9;22,6;21,1;18,5;15,6;13,5;13,3;14,4;16,2;18,1;20,3;22,0;18,2
83914;Passo Fundo;RS;22,1;22,0;20,5;17,6;15,2;12,9;13,3;13,9;15,7;17,6;19,6;21,4;17,7
83985;Pelotas;RS;23,1;23,4;21,3;18,2;14,8;12,6;12,8;13,1;15,2;17,4;19,6;21,7;17,8
83967;Porto Alegre;RS;24,6;24,6;23,1;19,9;16,9;14,3;14,4;15,2;16,8;19,1;21,2;23,3;19,5
83995;Rio Grande;RS;23,3;23,5;22,2;19,3;16,4;13,3;13,0;13,8;15,3;17,5;19,5;21,8;18,2
83936;Santa Maria;RS;24,2;23,9;21,9;18,4;15,9;13,9;14,1;14,2;16,5;18,6;21,0;23,3;18,8
83997;Santa Vitória do Palmar;RS;22,2;22,0;20,3;17,2;14,3;11,7;11,5;11,9;13,7;15,8;18,0;20,5;16,6
83953;Santana do Livramento;RS;23,8;23,0;20,9;17,3;15,0;12,4;12,5;13,5;15,0;17,6;20,0;22,4;17,8
83909;Santo Ângelo;RS;24,9;24,4;22,6;19,4;16,5;14,2;14,6;16,2;17,4;19,9;22,5;24,2;19,7
83957;São Gabriel;RS;24,0;23,7;21,7;18,2;15,4;12,5;12,6;13,5;15,7;17,8;20,5;23,0;18,2
83907;São Luiz Gonzaga;RS;24,9;24,5;22,8;19,4;16,9;14,6;14,9;15,5;17,6;19,8;22,0;24,2;19,8
83966;Tapes;RS;24,4;24,5;22,8;19,6;16,6;14,0;13,6;14,3;16,3;18,6;20,9;23,0;19,1
83948;Torres;RS;22,8;23,3;22,4;20,1;17,5;15,1;14,8;15,3;16,3;18,2;19,9;21,7;19,0
83927;Uruguaiana;RS;25,9;25,1;23,1;19,8;16,8;13,8;14,2;14,6;17,1;19,6;22,3;24,7;19,7
83918;Vacaria;RS;19,4;19,7;18,0;14,9;12,5;10,8;10,9;11,7;13,2;15,4;17,1;18,6;15,2
83921; Araranguá ;SC;24,0;24,1;22,8;20,2;17,8;15,6;15,2;16,0;17,4;19,1;21,1;22,9;19,7
83898;Camboriú;SC;23,9;24,0;23,1;20,1;17,5;15,6;15,0;16,0;17,5;19,3;21,0;22,7;19,6
83887;Campos Novos;SC;20,7;20,7;19,5;16,5;14,2;12,5;12,9;13,3;14,7;16,4;18,2;19,9;16,6
83883;Chapecó;SC;22,8;22,9;21,5;18,5;16,0;14,1;15,0;15,6;16,4;19,1;20,6;22,2;18,7
83897;Florianópolis;SC;24,2;24,6;23,6;21,1;18,9;16,7;16,5;16,9;17,9;19,6;21,3;23,0;20,4
83865;Irineópolis ;SC;20,7;20,8;19,5;16,1;12,9;11,4;11,4;12,6;14,8;16,9;18,5;19,9;16,3
83891;Lages;SC;20,2;20,3;18,8;15,6;12,9;11,1;11,1;11,9;14,0;15,4;17,3;19,0;15,6
83924;Laguna;SC;23,8;24,0;23,1;20,9;18,7;16,4;16,1;16,4;17,3;18,9;20,7;22,4;19,9
83922;Orleans;SC;23,2;23,1;21,9;19,0;16,1;14,1;14,1;15,0;16,4;18,7;20,7;22,3;18,7
83864;Porto União;SC;21,8;21,8;20,5;17,1;14,4;12,3;12,6;13,6;15,6;17,7;19,5;21,1;17,3
83874;São Francisco do Sul;SC;24,3;24,4;23,6;21,3;19,3;16,8;16,6;17,1;17,7;19,4;21,4;23,4;20,4
83920;São Joaquim;SC;16,8;17,1;15,9;13,2;11,4;9,7;9,8;10,7;12,0;12,8;14,4;16,0;13,3
83923;Urussanga;SC;23,8;23,9;22,7;19,8;17,0;14,9;14,7;15,7;17,1;19,0;21,0;22,8;19,4
83858;Xanxerê;SC;21,2;21,3;20,3;17,5;15,1;13,2;13,7;14,7;16,0;17,5;19,2;20,7;17,5
83096;Aracaju;SE;27,0;27,1;27,1;26,7;26,0;25,1;24,4;24,4;25,0;25,9;26,3;26,6;26,0
83195;Itabaianinha;SE;25,3;25,4;25,3;24,7;23,8;22,5;21,8;21,7;22,5;23,8;24,7;25,0;23,9
83097;Propriá;SE;27,1;27,1;26,9;26,2;25,0;23,8;22,9;22,9;23,8;25,3;26,5;26,9;25,4
83672;Araçatuba;SP;25,2;25,3;24,9;22,9;20,2;19,2;18,8;21,1;23,2;23,8;24,5;24,8;22,8
83773;Avaré;SP;22,5;22,8;22,1;19,6;17,8;16,9;16,8;17,5;18,3;20,1;20,9;21,7;19,8
83712;Bananal;SP;24,3;24,2;23,7;22,2;19,4;17,7;17,2;18,1;-;20,7;22,1;23,2;-
83729;Campinas;SP;23,0;23,4;22,8;21,0;18,5;17,3;17,2;19,0;20,4;21,1;21,8;22,4;20,7
83714;Campos do Jordão;SP;17,3;17,5;16,7;14,7;11,9;10,1;9,5;11,3;13,4;14,9;15,9;16,6;14,2
83676;Catanduva;SP;24,9;25,0;24,6;23,1;20,5;19,5;19,1;21,1;22,9;23,9;24,6;24,4;22,8
83760;Coop. Agrícola de Cotia;SP;21,0;21,1;20,5;18,5;16,2;15,2;14,6;16,1;17,6;17,9;19,1;20,1;18,2
83630;Franca;SP;21,7;22,0;22,0;21,0;19,0;17,8;17,7;19,7;20,7;21,2;21,5;21,3;20,5
83821;Iguape;SP;25,1;25,5;24,6;22,5;20,1;18,4;17,9;18,6;19,3;20,9;22,6;24,1;21,6
83774;Itapeva;SP;22,6;23,0;22,0;19,7;17,1;15,2;15,1;16,3;17,4;19,2;20,7;21,7;19,2
83678;Jaboticabal;SP;24,3;24,4;24,0;22,6;20,5;18,5;18,7;20,5;22,0;23,7;24,3;23,9;22,3
83674;Lins;SP;25,0;25,0;24,7;22,7;20,0;18,7;18,6;20,7;22,3;23,4;24,1;24,5;22,5
83772;Mogi das Cruzes;SP;19,8;19,9;19,6;17,4;15,3;13,5;13,1;14,4;16,0;16,3;17,8;18,8;16,8
83716;Presidente Prudente;SP;25,2;25,3;24,9;23,1;20,4;19,1;19,1;20,8;22,0;23,3;24,2;24,7;22,7
83670;Santa Rita;SP;22,7;22,7;22,4;20,6;18,2;17,7;17,5;19,6;21,1;21,1;21,8;22,2;20,6
83782;Santos;SP;25,5;25,7;25,1;23,3;21,2;19,6;18,8;19,4;20,0;21,4;23,0;24,4;22,3
83726;São Carlos;SP;22,4;22,7;22,4;20,8;18,5;17,3;17,3;19,1;20,2;21,2;21,7;21,9;20,5
83809;São José dos Campos;SP;22,2;22,4;21,6;19,6;17,0;16,1;15,6;17,1;18,8;19,4;20,3;21,4;19,3
83856;São Paulo - Horto Florestal;SP;21,2;21,6;21,1;18,8;16,7;15,6;15,1;16,4;17,6;18,5;19,5;20,6;18,5
83781;São Paulo (Mir. de Santana);SP;22,1;22,4;21,8;19,7;17,4;16,3;15,8;17,1;17,9;19,0;20,2;21,1;19,2
83669;São Simão;SP;23,8;23,9;23,5;22,0;19,4;18,2;18,3;20,4;22,2;22,9;23,4;23,4;21,8
83667;Sertãozinho;SP;24,0;23,9;23,6;21,7;18,6;17,4;17,1;19,2;21,7;22,5;23,2;23,4;21,4
83851;Sorocaba;SP;23,4;23,8;23,1;21,4;19,0;17,1;17,3;18,4;19,4;21,0;22,4;22,6;20,8
83784;Taubaté;SP;23,3;23,5;22,9;20,8;18,1;16,7;16,4;18,2;20,0;20,7;21,7;22,7;20,4
83857;Tremembé;SP;23,2;23,6;22,7;21,0;18,4;16,5;16,5;18,1;19,6;21,3;22,1;22,4;20,4
83786;Ubatuba;SP;25,0;25,2;24,5;22,6;20,2;18,4;17,7;19,0;19,8;21,2;22,6;23,9;21,7
83623;Votuporanga;SP;24,9;25,1;25,0;24,2;21,9;20,1;20,2;22,5;23,2;24,8;25,4;25,0;23,5
83033;Palmas;TO;25,3;25,2;25,5;25,5;24,6;23,2;22,9;24,3;26,5;26,4;25,6;25,3;25,0
83231;Paranã;TO;25,0;25,1;25,5;25,5;24,5;23,1;22,9;24,4;26,5;26,4;25,6;25,3;25,0
82863;Pedro Afonso;TO;25,3;25,4;25,6;26,0;26,2;25,3;25,4;26,4;27,2;26,4;25,9;25,5;25,9
83228;Peixe;TO;25,5;25,5;25,7;26,0;25,6;24,1;24,1;25,6;27,1;26,8;26,1;25,5;25,6
83064;Porto Nacional;TO;25,5;25,4;25,6;26,1;26,2;25,3;25,3;26,9;28,0;26,9;26,3;25,7;26,1
83235;Taguatinga;TO;24,2;24,3;24,4;24,6;24,2;23,6;23,4;25,1;26,6;25,7;24,7;24,3;24,6
